Lipid_name,Num_tails,Num_carbon_in_tail,MolWt
HG-EP6,5,6,1028.3290000000002
HG-EP8,5,8,1168.5990000000002
HG-EP10,5,10,1308.8690000000006
HG-EP10-1,5,9,1308.8690000000006
HG-EP12,5,12,1449.139000000001
HG-EP14,5,14,1589.4090000000012
GT-EP6,9,6,1349.026
GT-EP8,9,8,1601.5120000000006
GT-EP10,9,10,1853.998000000001
GT-EP10-1,9,9,1853.998
GT-EP12,9,12,2106.4840000000013
GT-EP14,9,14,2358.9700000000007
AM-EP6,9,6,1487.0570000000007
AM-EP8,9,8,1739.5430000000003
AM-EP10,9,10,1992.029000000001
AM-EP10-1,9,9,1992.029
AM-EP12,9,12,2244.5150000000003
AM-EP14,9,14,2497.0009999999997
GN-EP6,7,6,1197.684999999999
GN-EP8,7,8,1394.0629999999992
GN-EP10,7,10,1590.4409999999991
GN-EP10-1,7,9,1590.4409999999991
GN-EP12,7,12,1786.819
GN-EP14,7,14,1983.1970000000003
HG-Ac6,5,6,1378.7840000000008
HG-Ac8,5,8,1519.054000000001
HG-Ac8-1,5,7,1519.0540000000003
HG-Ac10,5,10,1659.3240000000012
HG-Ac12,5,12,1799.5940000000007
GT-Ac6,9,6,1979.8450000000007
GT-Ac8,9,8,2232.3310000000006
GT-Ac8-1,9,7,2232.330999999999
GT-Ac10,9,10,2484.817
GT-Ac12,9,12,2737.3030000000003
AM-Ac6,9,6,2117.8759999999997
AM-Ac8,9,8,2370.3619999999996
AM-Ac8-1,9,7,2370.3619999999983
AM-Ac10,9,10,2622.8479999999986
AM-Ac12,9,12,2875.333999999996
GN-Ac6,7,6,1688.3219999999992
GN-Ac8,7,8,1884.6999999999996
GN-Ac8-1,7,7,1884.699999999999
GN-Ac10,7,10,2081.0779999999995
GN-Ac12,7,12,2277.456
